Review,Relevant,id,embedding,cluster,membership_cluster_0,membership_cluster_1,membership_cluster_2,membership_cluster_3,membership_cluster_4,membership_cluster_5,membership_cluster_6,membership_cluster_7,membership_cluster_8,membership_cluster_9,membership_cluster_10
"This is an outstanding app and I would give it a 5 rating if they can add: (1) Swipe functionality and (2) More keyboard themes.
",1,518,"[0.26198572056210356, 0.23513795862841202]",9,9.310753554967305e-05,8.959814053395058e-05,0.0008470604295570994,2.635894855035895e-05,0.00026253609880646475,0.0008114396748652288,7.057562665894435e-05,5.1952232132129525e-05,5.388184198598882e-05,0.997393761295113,0.0002997281762471565
"The current set of themes lack the look and feel.
",1,519,"[0.40518556121519184, 0.03698854085217508]",10,0.0010073585248719838,0.0013815638373844217,0.0048247981881145785,0.001288463961821361,0.007985893614831603,0.10272089651266582,0.002705654359093912,0.004407188961096063,0.00148285981597474,0.026657649270201294,0.8455376729539442
"Keeps saying it saved me 10,000 keystroke but it doesnt take into account the 50,000 it missed.
",1,520,"[-0.23381667981579884, 0.07636437557169523]",1,0.02078725831802254,0.8677423340969844,0.00638911344596538,0.0029459022746577876,0.005318886661048454,0.0007944575402911717,0.008931444846617061,0.0009804301448898547,0.08559443340098359,0.0004086450462967616,0.00010709422424304263
"Doesnt even put an apostrophe on the doesnt in this critique.
",1,521,"[0.04414312362506938, -0.16565946942027449]",7,0.0004366189910289318,0.0015245294479371908,0.0014589604424651039,0.02540921453411999,0.05313058970628752,0.009560594312606642,0.1115368173258428,0.7881373234147717,0.00804305750803562,0.00041120584376555,0.00035108847313905517
"Just lacking the ! shortcut now.
",1,522,"[0.06331510386711828, -0.03772219705313289]",4,5.769037390757003e-05,0.0002144930518679421,0.00041877618323198237,0.00026268991420927196,0.9919812121881858,0.002464685600465275,0.0030871456924869193,0.0008624095435970376,0.0005541140072459086,6.746272592709899e-05,2.9320718874994207e-05
"I can't fix typos often when I already have typed other words.
",1,523,"[-0.11892567121402439, -0.06778257771699299]",8,0.0002655283162578787,0.002479637951846854,0.0005017017182976635,0.004897910108864517,0.005438704677063303,0.0002852390355141092,0.1737608994333447,0.0009189123792385136,0.8113794142950469,5.104590503385631e-05,2.1006179491622647e-05
"I'll go back to fix it and when I press the backspace button, it adds chucks of words instead of erasing.
",1,524,"[-0.1858035938193221, -0.06463972049953312]",8,9.607016957954021e-05,0.0009795874674303857,0.0001082067327920714,0.0011243221535409387,0.00047187348205095204,4.6031799323048174e-05,0.004358682504799568,0.0001379035947175925,0.9926609739709408,1.1649633203059886e-05,4.698491622123576e-06
"Also, when typing in all capitals, the auto correct is very bad. Especially the first one.
",1,525,"[-0.17976833677864848, -0.009840270836034028]",8,0.0004285776265537266,0.008577517731384147,0.0004336488624612852,0.0009247887126137189,0.0012508757150267015,0.00010981285643195442,0.005051415464014913,0.0002092129599987512,0.9829700692373695,3.312984076771527e-05,1.095099337757067e-05
"Rarely has a hiccup, but some keys I'd rather have on the main board.
",1,526,"[0.003938161649232822, 0.2335238483838118]",2,0.001964638800514714,0.0013046396268777199,0.9950414250507712,4.245887646271368e-05,0.0005576754069725865,0.00020063336300287882,0.00015882606998094903,4.5616628898423645e-05,0.0002141808651318559,0.00044554201745070163,2.4363293936320955e-05
"Speaking of which though, I wish there was Japanese and Chinese available so I don't have to keep switching keyboards just to type those!
",1,527,"[0.10105765289213459, -0.029128814844282373]",4,0.0006113618919245163,0.0018742339481665525,0.005051801935272498,0.0020980742358830645,0.8611652491392645,0.0994295050707857,0.015566208457519989,0.008797074288371082,0.003732198568728031,0.0011481939590273962,0.0005260985050566019
"Please add more themes
",1,528,"[0.6579425047471787, 0.05399688914328497]",10,0.0006311680574219226,0.000740017422042261,0.0018255923231785339,0.0007416991516395045,0.0022663616990773795,0.008662002820081756,0.0011724622870420893,0.0018744925362513115,0.0007640937293632232,0.008623450635019554,0.9726986593388823
"Great app but you lose the ability to add standard Samsung characters, like the hearts for example.
",1,529,"[0.0715270786896209, 0.09790220775533312]",2,0.009483586822980008,0.02359221476211295,0.4688204827488618,0.0037418509628725106,0.3634005747885813,0.07002221454138002,0.022012209642497282,0.006396587560639146,0.014862098679391552,0.015792305586706537,0.001875873903976976
"Also no personal dictionary.
",1,530,"[-0.007776774158434038, -0.26210965116070284]",7,0.0003187640002516459,0.001033966600011227,0.0007127657799660332,0.17646145688383533,0.008347501661131419,0.0025997235213483408,0.04270438204166294,0.7610005459626428,0.006358668877023467,0.00023069824429967556,0.0002315264278271415
"What about being able to learn from whatsapp as I do most of the typing there (most of the people do).
",1,531,"[-0.046770128869277804, -0.03463152808468619]",6,0.0013377800335850171,0.010437547484694987,0.005188319136182657,0.00809711083881587,0.33815001863878574,0.0034475655559142006,0.525901003474502,0.0055891030527660205,0.10127876688853464,0.00042049965312115705,0.00015228524309771868
"We also need Italian keyboard layout
",1,532,"[0.13527848706181395, 0.09904857551347906]",5,0.008924258800159663,0.016762316794840304,0.23920615721272476,0.004695351580042425,0.2548678676223434,0.3664247470268031,0.021466730687155544,0.010532480574629816,0.01258950012099196,0.05839764520388504,0.0061329443764239835
"I gave it a 4 because I thought it would have more color customization.
",1,533,"[0.22405313265846008, 0.0009164804814400314]",5,3.03037764787258e-06,5.816151196536383e-06,2.413835492995493e-05,5.546612326685549e-06,0.00012767447334216775,0.9997346828051363,1.862818753090042e-05,2.546302819177955e-05,7.506625558309437e-06,2.682572523517177e-05,2.068765890405826e-05
"Need Thai language
",1,534,"[0.06162015192390714, -0.3272153198970635]",7,0.0003635329222429755,0.0009610637298647311,0.000826454954897304,0.03625633276968706,0.006796052622188971,0.004376793878841379,0.015297128537774828,0.9304129487006126,0.0037976206252552398,0.000374462284185118,0.0005376089744496513
"Dude where are the themes!??
",1,535,"[0.47130876828226076, -0.0055630003795429026]",10,6.5188027291164e-05,8.887059575551792e-05,0.00025423328047588436,0.00010022929750093153,0.0004447678777181741,0.0037319482319006884,0.00018352055519579378,0.00034591207461056206,0.00010141883282316371,0.0010951293732826002,0.9935887818534456
"When I just had the trial version the app worked like a charm but now it freezes from time to time for no apparent reason.
",1,536,"[-0.21627610921787743, -0.06556456954960503]",8,0.0009927740515937279,0.00924510647003842,0.000914013371007759,0.009252525085436936,0.0030649362930572667,0.0003689553348930033,0.020887572134552865,0.0010777203400301216,0.954048782214649,0.00010498793385730986,4.2626770883668e-05
"I am forced to exit the program and start over from the beginning-sending emails is even worse - in landscape view it is almost impossible to see what you are writing
",1,537,"[-0.10422419992570872, -0.049010212241718164]",8,0.0005608656321736179,0.005780160776652245,0.001226789750092475,0.005526322813566532,0.015790687257209817,0.0006152661275896927,0.25543510333257596,0.0015442871281167766,0.713371598311725,0.0001078346455983861,4.10842246994566e-05
"Only thing keeping it from 5 stars is that we can't type in Chinese!!!
",1,538,"[0.025437139049332567, -0.14770255789758194]",6,0.0007820239269771372,0.0029914745965915956,0.002647220511218523,0.04535992209204552,0.13007892874084306,0.013058422601719067,0.40158699176704826,0.38396561030461945,0.01842278299955129,0.0006350955518400995,0.00047152690754601924
"I mean, there's even languages I have never heard of, but not Chinese mandarin...oh and another, at times it doesn't automatically autocorrect and a word such as ""gjakdn"" will pass
",1,539,"[-0.06732212757109132, -0.30239665832911006]",3,0.00040777157617770176,0.0013021689285447815,0.0007370508289622688,0.855883693888995,0.005716646932200221,0.0018278165222759188,0.03278785075575943,0.09239455631610739,0.00848316885731061,0.00023455148066810997,0.00022472391299858382
"Tle letter for arabic keyboard is small very difficult to write
",1,540,"[-0.07788144895521273, 0.07850923575275465]",1,0.025808171346163977,0.5485389088585704,0.1230170086693712,0.005797838971145513,0.1163460386157529,0.006325713244757335,0.04726656197416776,0.003914307441338363,0.1203165070363339,0.002232328513132326,0.0004366153292663872
"Only thing I'd change is more theme options
",1,541,"[0.48494673666725097, 0.08503003532633951]",10,7.348429177134587e-05,8.961810124352522e-05,0.0002945107747885805,7.550798830606857e-05,0.0003627697417606153,0.002377315436931217,0.00014423857957414251,0.0002142791465248243,8.84503746796047e-05,0.0023382511794658115,0.9939415743849543
"After my Galaxy Nexus got updated to 4.2, the keyboard was gone.Not just gone as default keyboard, but removed uninstalled.
",1,542,"[-0.18318349480891105, 0.23978728404108918]",0,0.9937051607057142,0.005277044768254925,0.0006483826211696334,1.9701246748271002e-05,7.856640940594971e-05,2.0334355776073077e-05,5.648438797764277e-05,1.2176311385957223e-05,0.00015436781706202506,2.425741822790002e-05,3.5239582774659657e-06
"The basic s-pen function is not there and you have to revert back to the basic android application.
",1,543,"[-0.1219364103321302, -0.0558183326783645]",8,0.00017381703594884245,0.0018179693772562848,0.00032282121229383317,0.002097401956775512,0.0031015262914795096,0.00015874621071602246,0.05731440816531657,0.0004427515318420138,0.934528596060845,3.0165239753691262e-05,1.1796917772744978e-05
"I commonly have the problem that it will not do predictions in landscape mode.
",1,544,"[-0.060616085007065564, -0.15096040940436872]",6,9.369172436509016e-05,0.0004607374880112939,0.00022087302400614826,0.03227888917418623,0.0048336961296620694,0.00039087236041550973,0.9478104905203519,0.006001552262226581,0.007844094751816697,4.031698273089562e-05,2.478558222735964e-05
"Need a button to toggle predictions.
",1,545,"[-0.0007406722322002434, -0.1165338570286202]",6,0.00040241271788430956,0.0018185730666427495,0.0014014663935872356,0.017074978411632122,0.11163341512699172,0.004159923536759889,0.8127014921938047,0.03587133436919193,0.014529770373691955,0.0002545944565547972,0.00015203935325842032
"Now it's just like any other keyboard, not keeping my regularly used terms in its dictionary.
",1,546,"[-0.20671490307408888, 0.12643733077111496]",1,0.004411483783562745,0.991761424071507,0.0007684874951984297,0.0001111452087967706,0.00033209589504424675,5.3147281313957004e-05,0.00037119334235105963,4.865430120164618e-05,0.002101374506375666,3.379154106422022e-05,7.202573584113887e-06
"It's lacking customisation to make it efficient enough to compete with Swype which makes touch typing feel like swimming.
",1,547,"[0.1016640756372593, 0.1431166415431482]",2,0.009966916201466296,0.01639134130296281,0.7488645219981248,0.0024315795180163084,0.09509316427601801,0.05959887479276788,0.01093191098975594,0.004190122571349283,0.008316271788217687,0.041722659162590395,0.002492637398730669
"The auto correction is totally busted(makes you write like a retard)
",1,548,"[-0.20358926571684713, -0.1330074596762716]",8,0.0021880707146155086,0.013301849801346324,0.0024876992305065113,0.19894487383632858,0.011990098248544277,0.0016526753418670708,0.14369117220271083,0.008215589197210688,0.616952855442479,0.0003830899125922636,0.00019202607179908413
"The setup is overly complicated and confusing.
",1,549,"[0.013266407496028858, -0.12977399345475804]",6,0.000682953870841529,0.002831933703352234,0.00238141335013908,0.03274998044672836,0.16034294414305258,0.00930081119876082,0.6448849758253089,0.12653126381456858,0.019471872881390587,0.0004951986787983393,0.0003266520870589166
"Please add a vibrate setting like the stock Android keyboard.
",1,550,"[0.059575046267545055, 0.310039745582945]",2,0.05652903004551701,0.02471906314401883,0.7803860448276692,0.001752768224841905,0.015998181602609646,0.010928257754959132,0.005249408610402896,0.002104620129239054,0.006243852034940945,0.0938555717200232,0.002233201905778098
"I have noticed that the standard Samsung keyboard method will come back every now and then and I have to swipe to get the notification center and change back to ""SwiftKey 3"" from ""Samsung keyboard"" on my Galaxy S3. It will happen every time I restart the phone and then try to text or anything else.
",1,551,"[-0.1952997506778544, 0.2929250203286045]",0,0.9989352672907595,0.0007050240368153724,0.00022846138825584968,7.771824806869682e-06,2.7680673657021763e-05,8.895421027232853e-06,1.9754050666713396e-05,5.08268297369215e-06,4.682007753835244e-05,1.3402156028122095e-05,1.8403974712175685e-06
"On occasion the cursor will stop moving beyond the last word, so it always appears as if it's in the middle of a world no matter what.
",1,552,"[-0.1797510833414017, -0.11230249509104633]",8,0.000932231251160794,0.006595987541316757,0.00117460079561627,0.059748873574846185,0.006676395839011666,0.0007406162321171945,0.1105162441035367,0.0034006275150083093,0.8099765662323661,0.00016133317576254012,7.652373925758416e-05
"I am also unable to use predictive text when sharing anything to Facebook. It renders it useless anytime I see something Facebook worthy.
",1,553,"[-0.09111141193949507, -0.1752509771941676]",3,0.0002469272947918347,0.001176308816723272,0.00048403324288068966,0.5883748071010146,0.006434228694589285,0.0007483058635825458,0.36744535443947834,0.012400845698387952,0.02253496089965947,9.410150562271156e-05,6.012644326939368e-05
"The only problem I have with this keyboard is that sometimes it will interpret my fast typing as a deletion swipe, which can be frustrating -
",1,554,"[-0.20717851615139593, 0.26884355993883857]",0,0.9980352075006148,0.001494226350849187,0.00027682706998024995,1.1538518472411172e-05,3.9196419183822584e-05,1.1547537965691545e-05,2.972752699595935e-05,7.110217471691709e-06,7.713122154838546e-05,1.5219473205998169e-05,2.2681637118053783e-06
